target,method,seed,split_id,n_te,n_pos,n_events,auc,ap,prevalence,lift,brier,brier_skill,auc_within_athlete,n_athletes_with_both,auc_between_athlete,n_athletes_test,thr_calibrated,f1_calibrated,precision_calibrated,recall_calibrated,f1_oracle,event_detection_rate,event_detection_ci
G3,GAT,6,8b4d976864,13039,123,123,0.6295560179974671,0.015259698552522714,0.009433238745302554,1.6176521091572655,0.06704018162160807,-6.174482904126175,0.6189814496339984,20,0.6375000000000001,24,0.2836625435773064,0.02791039294895336,0.014615384615384615,0.3089430894308943,0.0365296803652968,0.3089430894308943,"(np.float64(0.2341095312082766), np.float64(0.3953495736910625))"
G1,ours,2,d950a5e090,14463,136,136,0.625122146995184,0.013572599347100898,0.00940330498513448,1.443386061449414,0.2163793840470161,-22.22942625820615,0.6060072328197024,21,0.7261904761904762,25,0.5027393698692322,0.02835921674544227,0.014861995753715499,0.3088235294117647,0.031683168316831684,0.3088235294117647,"(np.float64(0.23732037486900903), np.float64(0.3908303327887981))"
G1,ours,0,d0ac34feb2,14386,136,136,0.670624871001032,0.019165354079982558,0.009453635478937857,2.0272998808428606,0.231015188355979,-23.66987069789865,0.6556715518176549,21,0.7023809523809523,25,0.521483302116394,0.04060913705583756,0.021284143313231644,0.4411764705882353,0.04552129221732746,0.4411764705882353,"(np.float64(0.3604800479449154), np.float64(0.5251047851805636))"
G2,AthleteRate,123,148765553e,12469,130,130,0.5418575872624013,0.011136816546675659,0.0104258561231855,1.0681920424653752,0.3073521051483075,-28.79038565231329,0.5,20,0.605,25,1.0,0.014463407578825572,0.007514277126540427,0.19230769230769232,0.0259694683277768,0.19230769230769232,"(np.float64(0.13378765430531075), np.float64(0.2684908599981644))"
G3,GAT,4,9fa1f5706d,12969,123,123,0.6262032786138231,0.01491104159971949,0.009484154522322461,1.5722056789167647,0.06439350892440718,-5.854598832570587,0.6170684879734758,19,0.4842105263157894,24,0.27979155212828194,0.028341631558789736,0.01487138263665595,0.3008130081300813,0.030629608621667612,0.3008130081300813,"(np.float64(0.22680566759840015), np.float64(0.38688573963708106))"
G3,AthleteRate,0,e0cb9242ee,12991,123,123,0.5464955609301198,0.010618317317341029,0.009468093295358325,1.1214842298339618,0.3359487694692496,-34.82135886341724,0.5,21,0.6666666666666667,24,1.0,0.02017832003754106,0.01038898284609809,0.34959349593495936,0.023145596825746722,0.34959349593495936,"(np.float64(0.2710389155299655), np.float64(0.4372586776886631))"
G3,LSTM,1,ca1df6c450,13076,123,123,0.6517170583579533,0.0151704218294362,0.009406546344447844,1.6127515109081931,0.053456290488916244,-4.7368456478154,0.6211956142404302,21,0.4920634920634921,24,0.2639960918611693,0.02809611829944547,0.01471727343144849,0.3089430894308943,0.03175984337611486,0.3089430894308943,"(np.float64(0.2341095312082766), np.float64(0.3953495736910625))"
G2,ours,5,81b3995edf,12520,130,130,0.6162848450984044,0.01491887457030892,0.010383386581469648,1.436802381694367,0.2311186405464743,-21.492046534498098,0.6196906613771974,19,0.7368421052631579,25,0.5430190563201904,0.029185867895545316,0.015359741309620048,0.2923076923076923,0.032288698955365625,0.2923076923076923,"(np.float64(0.22098338444253135), np.float64(0.37555461271231444))"
G2,GAT,3,f08c78fc1b,12493,130,130,0.6651105345354313,0.017018776464003182,0.01040582726326743,1.635504418190706,0.057822499365736794,-4.615172706282292,0.6293786308270725,19,0.7017543859649122,25,0.25869624179565104,0.03662724151087371,0.019269369731031716,0.36923076923076925,0.03721188558733685,0.36923076923076925,"(np.float64(0.29113735563740545), np.float64(0.4548310129415715))"
G2,DANN,2,bd4cc493ce,12446,130,130,0.6015689409648487,0.013723288428807915,0.010445122931062189,1.313846521422641,0.1079737410032553,-9.446353294546817,0.584602484027467,21,0.7380952380952381,25,0.46008697152137756,0.026490066225165563,0.013951579811243332,0.26153846153846155,0.029185867895545316,0.26153846153846155,"(np.float64(0.19361426783893437), np.float64(0.3431515807462589))"
