target,method,seed,split_id,n_te,n_pos,n_events,auc,ap,prevalence,lift,brier,brier_skill,auc_within_athlete,n_athletes_with_both,auc_between_athlete,n_athletes_test,thr_calibrated,f1_calibrated,precision_calibrated,recall_calibrated,f1_oracle,event_detection_rate,event_detection_ci
TeamB-2020,ProtoNet,5,9f439cd354,7828,16,2,0.9180427547363031,0.031525754544864726,0.002043944813490036,15.423975411075066,0.021079474528370477,-9.334255561060571,0.903842956756346,2,0.6190476190476191,23,0.015252910554409027,0.01646090534979424,0.00830860534124629,0.875,0.10989010989010989,1.0,"(np.float64(0.34237195288961925), 1.0)"
TeamA-2021,AthleteRate,42,22d80f93c7,9350,47,6,0.7305010280371694,0.01935997807698812,0.005026737967914439,3.851399894039126,0.09060574945725368,-17.115824298102787,0.5,4,0.7934782608695652,27,0.189873417721519,0.011539405843358703,0.005803185578466478,1.0,0.06687898089171974,1.0,"(np.float64(0.6096569663469354), np.float64(0.9999999999999999))"
TeamA-2020,GAT,2026,39765725ae,8340,290,19,0.7301788391518527,0.07049283047868002,0.03477218225419664,2.027276573076522,0.05123262899003814,-0.526458020552365,0.65637228466739,10,0.788235294117647,27,0.20360328572819092,0.11410788381742738,0.06715506715506715,0.3793103448275862,0.13378492802709568,0.5263157894736842,"(np.float64(0.31707482511825114), np.float64(0.7267049451255145))"
TeamA-2021,DANN,2026,901a6de8d2,9372,48,6,0.7286728692978695,0.032861981088231254,0.005121638924455826,6.4163018074771525,0.04799443374902954,-8.419154698839067,0.6362691431008946,4,0.717391304347826,27,0.23052017390727997,0.028081123244929798,0.0144,0.5625,0.08333333333333333,0.8333333333333334,"(np.float64(0.43649056343635395), np.float64(0.9699474141282697))"
TeamA-2020,XGBoost,2026,39765725ae,8340,290,19,0.7673666738059542,0.09993256135634278,0.03477218225419664,2.8739226265927544,0.049222045521211455,-0.46655339878139857,0.568718025723336,10,0.8764705882352941,27,0.02987227341711033,0.15975103734439833,0.09401709401709402,0.5310344827586206,0.17483044461190655,0.5789473684210527,"(np.float64(0.36275551465160105), np.float64(0.7685837960796962))"
TeamB-2020,GAT,3,9f439cd354,7841,16,2,0.9676757188498402,0.03839349023215186,0.0020405560515240405,18.81520980689392,0.06600994271034885,-31.41514246460752,0.9275324724425327,2,0.9047619047619049,23,0.3009328222969203,0.021872863978127138,0.0110573600552868,1.0,0.0847457627118644,1.0,"(np.float64(0.34237195288961925), 1.0)"
TeamB-2020,AthleteRate,2,2460ca9502,8000,28,2,0.5195684897139989,0.003797125033902902,0.0035,1.0848928668294004,0.0766499215001175,-20.97689670994694,0.5,2,0.5238095238095238,23,0.2,0.007565522831667117,0.003797125033902902,1.0,0.007565522831667117,1.0,"(np.float64(0.34237195288961925), 1.0)"
TeamA-2021,Transformer,2026,901a6de8d2,9372,48,6,0.7156531531531531,0.056715056506892514,0.005121638924455826,11.073614782970763,0.03307059335778152,-5.4902741940494755,0.567026050508011,4,0.8260869565217391,27,0.12392644584178927,0.02704108164326573,0.013866666666666666,0.5416666666666666,0.15789473684210525,0.6666666666666666,"(np.float64(0.29998832134152864), np.float64(0.9032306674407831))"
TeamA-2021,Transformer,4,c693b02b5c,9507,43,6,0.7866701724036249,0.012555515707239307,0.004522983065109919,2.775936926249398,0.03404740539754664,-6.561845894280704,0.5017934176786486,3,0.9444444444444444,27,0.14774457812309266,0.02262210796915167,0.011566771819137749,0.5116279069767442,0.039886039886039885,0.5,"(np.float64(0.18761280689940868), np.float64(0.8123871931005913))"
TeamA-2020,ProtoNet,2,95939cfe81,8607,317,19,0.8638837411955418,0.1832796301782214,0.036830486813059136,4.976302135469879,0.15481279914781154,-3.364119923976931,0.7527827260720243,10,0.9058823529411765,27,0.5436934698237119,0.24520686175580222,0.14594594594594595,0.7665615141955836,0.31598173515981737,0.7368421052631579,"(np.float64(0.5120803155892935), np.float64(0.8819376166045982))"
TeamA-2021,ProtoNet,4,c693b02b5c,9507,43,6,0.7834806070494801,0.01236192898442532,0.004522983065109919,2.7331362524402683,0.3928340333152105,-86.24748295129717,0.6107688647090477,3,0.6388888888888888,27,0.7883608222007752,0.02879177377892031,0.014721345951629864,0.6511627906976745,0.02939975500204165,0.6666666666666666,"(np.float64(0.29998832134152864), np.float64(0.9032306674407831))"
TeamA-2021,ProtoNet,2026,901a6de8d2,9372,48,6,0.7006292006292006,0.014619284456552181,0.005121638924455826,2.8544152901418136,0.20046044826677187,-38.341394943773615,0.5213345367011931,4,0.7608695652173914,27,0.6154076337814331,0.022880915236609463,0.011733333333333333,0.4583333333333333,0.03333333333333333,0.5,"(np.float64(0.18761280689940868), np.float64(0.8123871931005913))"
TeamA-2020,ours,2026,39765725ae,8340,290,19,0.8574744056543157,0.20752481794586494,0.03477218225419664,5.968127522994875,0.12751824742246523,-2.7993609811171654,0.7504314802083657,10,0.9176470588235295,27,0.4736781716346741,0.2053941908713693,0.12087912087912088,0.6827586206896552,0.3664772727272727,0.631578947368421,"(np.float64(0.4103915749815672), np.float64(0.8085072762372616))"
