target,method,seed,split_id,n_te,n_pos,n_events,auc,ap,prevalence,lift,brier,brier_skill,auc_within_athlete,n_athletes_with_both,auc_between_athlete,n_athletes_test,thr_calibrated,f1_calibrated,precision_calibrated,recall_calibrated,f1_oracle,event_detection_rate,event_detection_ci
TeamA-2020_1,GAT,2026,,1765,39,3,0.6502733458121639,0.2690769954194067,0.02209631728045326,12.177458895262893,0.07448625798324944,-2.4471499691872167,0.6338588947284599,2,1.0,5,0.2937550458215898,0.11282051282051282,0.06267806267806268,0.5641025641025641,0.3611111111111111,1.0,"(np.float64(0.43849391955098227), 1.0)"
TeamB-2020_2,DANN,42,,1765,19,1,0.8823476216313981,0.22366298672343765,0.01076487252124646,20.777114292993023,0.015845616630920597,-0.48799243591546415,0.8375354554049796,1,1.0,5,0.09616044908761978,0.05,0.025718608169440244,0.8947368421052632,0.45161290322580644,1.0,"(np.float64(0.20654329147389294), 1.0)"
TeamA-2020_2,AthleteRate,123,,1765,79,7,0.5,0.04475920679886686,0.04475920679886686,1.0,0.06643208336234946,-0.5537553260092432,0.5,2,0.5,5,0.19863013698630136,0.08568329718004339,0.04475920679886686,1.0,0.08568329718004339,1.0,"(np.float64(0.6456611570247934), 1.0)"
TeamA-2021_0,ours,42,,2148,19,2,0.8695953128476428,0.4091721842990607,0.008845437616387336,46.25799220391487,0.13886676213518231,-14.839358959792497,0.8703617450706411,1,0.8,6,0.41067057847976685,0.05116279069767442,0.0267639902676399,0.5789473684210527,0.5185185185185185,1.0,"(np.float64(0.34237195288961925), 1.0)"
TeamA-2020_0,XGBoost,42,,2471,22,3,0.8053379858198152,0.16315227933906098,0.008903278025091057,18.32496737485544,0.13543270031893312,-14.348203985820838,0.6081821608901277,3,1.0,7,0.41351080566936665,0.031067961165048542,0.016227180527383367,0.36363636363636365,0.23076923076923078,0.3333333333333333,"(np.float64(0.0614903152761605), np.float64(0.7923450448735121))"
TeamB-2020_0,ProtoNet,2026,,1765,7,1,0.9960182025028441,0.4321356747827336,0.00396600566572238,108.95992371307497,0.026506559242238877,-5.710051683358004,0.991329479768786,1,1.0,5,0.0996448536441751,0.04046242774566474,0.02064896755162242,1.0,0.5,1.0,"(np.float64(0.20654329147389294), 1.0)"
TeamA-2021_0,AthleteRate,2026,,2148,19,2,0.5,0.008845437616387336,0.008845437616387336,1.0,0.04137700948568203,-3.719526082767456,0.5,1,0.5,6,0.1894273127753304,0.01753576372865713,0.008845437616387336,1.0,0.01753576372865713,1.0,"(np.float64(0.34237195288961925), 1.0)"
TeamA-2020_3,ours,42,,1765,43,3,0.9071523107257651,0.4410921628768583,0.024362606232294616,18.105294592503604,0.13908674655929754,-4.851585636633818,0.7960351889214539,2,1.0,5,0.5802996158599854,0.15228426395939088,0.08547008547008547,0.6976744186046512,0.463768115942029,0.6666666666666666,"(np.float64(0.2076549551264879), np.float64(0.9385096847238394))"
TeamA-2020_1,DANN,2026,,1765,39,3,0.9570148854621624,0.3335204837739718,0.02209631728045326,15.093939842591288,0.030895902305141283,-0.4298316436184708,0.9074056378404203,2,1.0,5,0.11346720159053802,0.18974358974358974,0.10541310541310542,0.9487179487179487,0.4810126582278481,1.0,"(np.float64(0.43849391955098227), 1.0)"
TeamA-2020_1,Transformer,2026,,1765,39,3,0.8314095136227233,0.07692658903619345,0.02209631728045326,3.481421273048242,0.05129160989935608,-1.3737247147505953,0.7056962361310187,2,1.0,5,0.10383416063362545,0.14358974358974358,0.07977207977207977,0.717948717948718,0.19574468085106383,1.0,"(np.float64(0.43849391955098227), 1.0)"
TeamA-2021_2,DANN,123,,2148,19,2,0.9291982892882747,0.26408334493724583,0.008845437616387336,29.85531710132653,0.08123144706277277,-8.26538524458519,0.7473994721316566,1,1.0,6,0.4074564576148987,0.07407407407407407,0.0387409200968523,0.8421052631578947,0.32432432432432434,1.0,"(np.float64(0.34237195288961925), 1.0)"
TeamA-2020_3,ProtoNet,2026,,1765,14,2,0.7307252998286693,0.01592830746585531,0.00793201133144476,2.00810447694533,0.2545784033786575,-31.351676864864096,0.3726259289843104,2,1.0,5,0.7911342978477478,0.01809954751131222,0.009345794392523364,0.2857142857142857,0.03804347826086957,0.5,"(np.float64(0.09452865480086614), np.float64(0.9054713451991339))"
TeamB-2020_1,GAT,42,,1765,7,1,0.9882983910287665,0.15431135102597915,0.00396600566572238,38.90850493726474,0.06163781789200528,-14.60341875854235,0.9838976052848885,1,1.0,5,0.2720206000588157,0.039660056657223795,0.02023121387283237,1.0,0.2916666666666667,1.0,"(np.float64(0.20654329147389294), 1.0)"
TeamA-2020_0,ours,2026,,2471,187,10,0.8432270058158593,0.2839450131994705,0.07567786321327398,3.7520220728122546,0.14800574298882796,-1.1158571925055218,0.43091022618162905,3,0.6666666666666666,7,0.5055138468742371,0.36176470588235293,0.24949290060851928,0.6577540106951871,0.40152477763659467,0.9,"(np.float64(0.5958436145024278), np.float64(0.9821242504842788))"
TeamA-2021_0,XGBoost,42,,2148,19,2,0.6421349286791427,0.01727251639539885,0.008845437616387336,1.9527034324903545,0.01595909125147027,-0.8203187797958935,0.7787610619469026,1,0.19999999999999996,6,0.020036584413014678,0.04186046511627907,0.021897810218978103,0.47368421052631576,0.047619047619047616,1.0,"(np.float64(0.34237195288961925), 1.0)"
TeamB-2020_1,GAT,123,,1765,9,1,0.9547582890407491,0.05677119778822477,0.0050991501416430595,11.133462677357414,0.04929370015772663,-8.71658865311655,0.8701550387596899,1,1.0,5,0.26304788433987164,0.05263157894736842,0.02702702702702703,1.0,0.15384615384615385,1.0,"(np.float64(0.20654329147389294), 1.0)"
TeamA-2021_3,AthleteRate,123,,1790,7,1,0.5,0.003910614525139665,0.003910614525139665,1.0,0.04234636871508382,-9.871084047752587,0.5,1,0.5,5,0.2,0.0077907623817473565,0.003910614525139665,1.0,0.0077907623817473565,1.0,"(np.float64(0.20654329147389294), 1.0)"
TeamA-2020_4,GAT,42,,1765,175,9,0.8135202156334232,0.2943737041431264,0.09915014164305949,2.9689690732149607,0.09379380944514155,-0.05009459129826088,0.594811119530131,2,0.5,5,0.233659134303789,0.38330170777988615,0.2869318181818182,0.5771428571428572,0.391304347826087,0.7777777777777778,"(np.float64(0.4525833436728054), np.float64(0.9367762376877727))"
TeamA-2020_3,LSTM,123,,1765,14,2,0.6442848984253896,0.01285048809355319,0.00793201133144476,1.620079391794384,0.09252254759212075,-10.75771205526085,0.19178364987613547,2,1.0,5,0.4523378908634186,0.0,0.0,0.0,0.03650586701434159,0.0,"(0.0, np.float64(0.6576280471103807))"
TeamA-2020_4,ours,42,,1765,175,9,0.8721329739442947,0.42754942505397836,0.09915014164305949,4.3121413441158385,0.14802710549919476,-0.657278489591119,0.3530932598688677,2,0.8333333333333334,5,0.4638558328151703,0.5161290322580645,0.38636363636363635,0.7771428571428571,0.5401459854014599,0.8888888888888888,"(np.float64(0.5649937852319399), np.float64(0.9801096286728695))"
TeamA-2020_1,ProtoNet,42,,1765,28,4,0.4234106423225594,0.013294952951879374,0.01586402266288952,0.838056855716682,0.20527038030617684,-12.147944331139687,0.33901957955687323,2,0.6666666666666667,5,0.5749685867038183,0.0,0.0,0.0,0.03629293583927414,0.0,"(0.0, np.float64(0.48990002040399916))"
TeamB-2020_1,Transformer,123,,1765,9,1,0.9963933181473046,0.5619252379314299,0.0050991501416430595,110.1997827721082,0.01259660615373597,-1.4829955963852277,0.9815891472868218,1,1.0,5,0.09180386364459991,0.036072144288577156,0.018367346938775512,1.0,0.6206896551724138,1.0,"(np.float64(0.20654329147389294), 1.0)"
TeamA-2020_0,GAT,42,,2471,22,3,0.4806228887486544,0.051867164370255806,0.008903278025091057,5.825625598131913,0.05732946991813788,-5.496986301169921,0.47648697327636763,3,0.6666666666666666,7,0.24864162556056316,0.038834951456310676,0.02028397565922921,0.45454545454545453,0.2222222222222222,0.6666666666666666,"(np.float64(0.2076549551264879), np.float64(0.9385096847238394))"
TeamA-2020_2,ours,123,,1765,79,7,0.4764779194257999,0.0416736308193014,0.04475920679886686,0.9310627645071768,0.18800682333235616,-3.397221768364486,0.6123923199165093,2,0.6666666666666667,5,0.5102105140686035,0.05581395348837209,0.03418803418803419,0.1518987341772152,0.09701492537313433,0.14285714285714285,"(np.float64(0.02567895594897479), np.float64(0.51313450331903))"
TeamB-2020_2,DANN,123,,1765,7,1,0.19713960669592068,0.0026850965006674347,0.00396600566572238,0.6770279033825746,0.04895362187744901,-11.39245463295759,0.5755573905862923,1,0.0,5,0.3819855749607086,0.0,0.0,0.0,0.0018467220683287165,0.0,"(0.0, np.float64(0.7934567085261071))"
TeamA-2021_2,XGBoost,123,,2148,19,2,0.7857407727868285,0.021321051152695666,0.008845437616387336,2.4104009408415945,0.01500520300415357,-0.7115168020982476,0.7880763856544015,1,0.6,6,0.0476744151816123,0.041666666666666664,0.021791767554479417,0.47368421052631576,0.048109965635738834,1.0,"(np.float64(0.34237195288961925), 1.0)"
TeamA-2020_1,LSTM,2026,,1765,39,3,0.9392474076715096,0.22903058052603617,0.02209631728045326,10.365101913550099,0.045860977890362205,-1.1224004642199787,0.9029622551361681,2,1.0,5,0.05237026344383913,0.18974358974358974,0.10541310541310542,0.9487179487179487,0.36619718309859156,1.0,"(np.float64(0.43849391955098227), 1.0)"
TeamB-2020_0,LSTM,2026,,1765,7,1,0.8083048919226394,0.010985002544764574,0.00396600566572238,2.769789927358496,0.00916267243027082,-1.3195015619689916,0.39966969446738226,1,1.0,5,0.0637724040305778,0.011560693641618497,0.0058997050147492625,0.2857142857142857,0.03333333333333333,1.0,"(np.float64(0.20654329147389294), 1.0)"
TeamA-2021_1,GAT,2026,,2148,7,1,0.17094815506772537,0.0022062740012629934,0.0032588454376163874,0.6770109363875586,0.05566139916793185,-16.13594130022802,0.4110704110704111,1,0.0,6,0.26736631978873254,0.0,0.0,0.0,0.007056451612903226,0.0,"(0.0, np.float64(0.7934567085261071))"
TeamB-2020_0,AthleteRate,2026,,1765,7,1,0.5,0.00396600566572238,0.00396600566572238,1.0,0.03922468166858661,-8.92960417284436,0.5,1,0.5,5,0.1917808219178082,0.007900677200902935,0.00396600566572238,1.0,0.007900677200902935,1.0,"(np.float64(0.20654329147389294), 1.0)"
TeamB-2020_0,XGBoost,123,,1765,19,1,0.7921263640200157,0.032644918210811266,0.01076487252124646,3.032541086425362,0.012735140761213936,-0.19590127442734362,0.5505830444374409,1,1.0,5,0.037274942336499924,0.041116005873715125,0.021148036253776436,0.7368421052631579,0.07142857142857142,1.0,"(np.float64(0.20654329147389294), 1.0)"
TeamA-2021_2,ProtoNet,2026,,2148,22,3,0.9231163944240144,0.08101101702049954,0.010242085661080074,7.909621116365137,0.13791015301965967,-12.604383106517144,0.6239177489177489,1,1.0,6,0.4758946093229148,0.08735632183908046,0.04600484261501211,0.8636363636363636,0.18666666666666668,1.0,"(np.float64(0.43849391955098227), 1.0)"
TeamA-2020_1,XGBoost,42,,1765,28,4,0.31666872275680563,0.011798919334750474,0.01586402266288952,0.7437533080655209,0.03800639748662577,-1.4343794639829301,0.2840615144309691,2,0.5,5,0.16837719038576737,0.0,0.0,0.0,0.0,0.0,"(0.0, np.float64(0.48990002040399916))"
TeamA-2021_2,LSTM,2026,,2148,22,3,0.9214701103224152,0.058864527347748496,0.010242085661080074,5.747318397407445,0.01767093666731946,-0.7431797950289043,0.8003246753246753,1,0.8,6,0.01972173247486354,0.10114942528735632,0.053268765133171914,1.0,0.12844036697247707,1.0,"(np.float64(0.43849391955098227), 1.0)"
